Cell line,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,CellLine
NCI-H2009,-10669.49657955596,2432.910299753898,-5107.989526762761,-3166.4407349208996,4037.953158398661,-53.76989193346614,-2888.804376668449,4069.729843694736,1111.648625638438,-5143.043252176603,Other
NCI-H2029,25034.387105559224,1223.7500354561016,418.34047790766965,-376.295931554741,1362.633292322836,3436.140497501793,-5302.370505974509,2435.833209538477,-1018.8974675339567,8357.974139779903,Other
RPMI-8226,-20471.738011449426,7520.696154666926,8099.532835000506,5734.322025964284,-6300.951072356297,37946.44143862074,11919.884421912573,-5043.389585568046,-16118.7939911721,-3830.2876042042776,Other
RPMI-8402,-18860.669589996858,-10374.301287364844,5059.086814047721,6719.264739399492,-10466.404904518997,-2053.5855892592444,-857.9021816918499,561.2315823183059,-444.47635041374747,255.31260851653585,Other
RPTEC/TERT1,-29862.79393388129,14749.566913031267,-6522.164799806828,-3798.9486344598786,3171.176813110211,-4542.534073777557,2799.593912442615,-4580.874742587822,-255.12937924986093,2499.373994328233,Other
Sq-1,45965.272353816166,13218.964164951096,843.8437621207233,63.58052611708675,1214.4581463381894,2134.0628776627423,-8014.1398159394175,3317.6781850310927,39.03736165668721,-5278.806001769785,Other
SuSa,-12808.116762957063,8786.857399021732,-2851.9499896278453,-1836.3828207178212,1699.107774606934,536.5230196507171,-2525.921290289434,4052.3415924508954,175.39218469519346,1027.0215814465496,Other
T-47d,477.3258737749529,-4278.2190014530515,-51.161646348355,802.4522181126875,-1140.2276477514088,1667.3303318685794,-2574.778960936105,7823.203472174043,185.0732634943493,2937.1206465279306,Other
T.T,12619.565776502432,40241.66315393066,4940.49299794873,3479.66365349738,-5092.269571178698,-2538.9913984707823,7068.811283164673,-3546.9975924102514,-1459.322010480097,11547.199630338242,Other
T1-73,-28620.27696570797,7328.202374587634,-11038.91810346107,-8671.935425432028,11673.560625556218,-1038.2404086740733,-1171.0359751456406,-9581.905516994178,655.8949252197502,-4912.200979656788,Other
T24,-32773.11676148858,-2709.4137714398103,-6570.943645895607,-3751.355170107983,4089.9996682425763,-1196.1370653321821,-322.46006266706763,-213.8874424108406,243.04655552455893,1153.8186512564066,Other
T3M-10,-39981.83976594302,-1308.9041308275607,-5100.705462075743,-2389.5183288994795,2276.213443768555,-625.8381776164973,-1040.292176850865,2988.8651864541603,-209.4808411904557,-1168.5987824129893,Other
T3M-4,43185.18707449979,30647.729903859625,2195.2125031945648,778.6867952852717,-875.3000509799222,-2471.2930236017405,19440.923111293596,1897.5037147515977,704.1387022120232,-1720.6640035742355,Other
T84,67923.70726438404,-2186.965408904326,-519.28666080006,-1268.2973308240182,1913.339534643024,-843.2624606150243,10610.7243401912,-577.5384994465416,463.94514092506427,-900.5005822897613,Other
T98G,-12878.520481217827,-4757.176992532459,-7883.155278909816,-5669.55579517054,7086.252445019151,-251.19525618223668,2875.0015600535608,-550.8608267745378,-352.1369345512335,1046.3863997231667,Other
TALL-1 [Human adult T-ALL],-29105.607085678323,-2312.560990837505,3888.2119580220697,5427.400597633921,-8991.532440934445,-2579.0635213410815,-875.523492440921,-4785.900466561874,-631.6518736089515,2214.0119809892376,Other
TC-71,-12573.65563580351,-5410.147574013349,2965.0127026005157,4316.095884433346,-6620.772457963525,-682.4289578603491,1040.0187425642903,3195.8121843095414,-633.2929962922536,2286.6018994225537,Other
TCC-Pan2,-403.8087036423155,8983.992243101166,-747.3032784864466,474.59663779675844,-1626.0545823494915,-3063.1995778319906,3448.0611981311363,-3775.817208613321,-843.6441779255567,577.6983593299537,Other
TCCSUP,11749.50707911076,-1848.336857386622,-3933.7182574472918,-3019.652190392707,4327.436180324572,329.3903092089252,-5253.928744741956,-4342.568968194123,-323.72410176924916,-584.9201781398472,Other
TE 441.T,-13229.157301058842,-408.2148331108179,-694.1634497410448,630.5922616532333,-1178.7773639162929,-176.8777757659208,1152.90690648774,1715.4890351218428,13.683267070502241,1888.661531556952,Other
TE 617.T,14386.22004778357,3170.8674077946907,488.8617730326764,630.2050009388381,-630.7153889669096,804.5888809923579,4257.18133624624,4015.4550394786056,308.0202502418717,2158.358748562272,Other
TE-1,-508.4832698879413,7809.535447632596,-1276.2170923891877,-332.83614232244554,781.0542343676411,837.690423756456,3166.8528834004337,7810.579017047233,543.2512018576944,-1151.0016044688964,Other
TE-10,71880.03665091307,45866.79527766557,4172.848220815682,801.8282728246289,114.58711031717615,2656.3148715119537,-8348.002795035081,11178.692577787917,1993.2616179602426,-16856.525391822543,Other
TE-11,55820.43196068533,-9307.04110537498,-80.08629428005203,-554.8293182650715,814.7609396519822,1341.6915440994885,-859.2452737502377,2921.682604434076,-424.93272544265955,5047.750110906975,Other
TE-14,-940.6701280184982,1457.481289732614,517.7376859243622,1334.7843378117389,-2456.897583110003,-1568.5039125312553,2010.6809560182755,-5475.795131407182,-1855.0773853285546,7062.661837304785,Other
TE-15,36685.562446151045,-4155.924574907584,-812.86773297174,-305.1885994976954,507.21162648511347,-1402.4294960505777,15416.323887146265,3671.2296195320555,708.227314519487,-1017.4418828099843,Other
TE-4,20647.263760230522,-5107.223211904465,-1279.5103857938225,-567.3732893308922,585.3969549811665,35.464608562290145,2881.2586190565025,2076.043772082528,-207.54560832503728,1234.4925432103812,Other
TE-5,64700.889082340385,20973.636449232865,5158.744955690393,3100.0972767958356,-4840.407420040378,-3151.3361710623017,23646.71004453121,6778.141642178286,586.1619797095049,10401.980293539495,Other
TE-6,17676.044389367624,-1321.1438748370938,3791.7884895309803,4090.8880521476526,-5430.589951805917,306.1129328598081,2917.5157332434906,7120.333439446131,723.4313093740745,-8546.098706309851,Other
TE-8,9490.542182055658,-787.9855544116251,-2610.803062218093,-2150.55941583785,3045.0393439844274,1282.2712077729464,-894.2644391229827,-19.312686429678283,-392.1955873707002,6067.680864019177,Other
TE-9,14754.715984123279,-3059.3775311600507,319.51167274071213,745.5265046885075,-986.87980862983,1616.5779616751295,-4091.186740693284,7442.7451673994365,183.572537439404,642.1253674382167,Other
TE25.T,-39356.73628736845,2607.7517231081038,-5469.517254628194,-2573.9433403817416,2227.778113156435,-3390.615035784507,245.54887529062364,-6908.249621316189,553.9490940300442,-5040.968647829924,Other
TE59.T,-7846.419486690082,-2437.9577198226752,-10248.542310154795,-8174.544442335291,11547.023908471641,252.7152971405356,-3086.3739393424976,-8226.136071780682,158.83337511105591,-1984.6105155117752,Other
TEN,541.1678766853886,-3296.081160860867,618.2758904540912,1766.3248803935976,-2737.987622865166,-409.79410613581524,947.2100185472092,2318.4609292978184,-127.9895480470651,-3045.9612092936136,Other
SiMa,2129.0557087679636,-1457.7494223887693,6464.26476801355,7107.488921971636,-10351.04318786428,-2622.1292725726007,7632.263583367981,-808.470568578185,-555.3855072931789,154.71294670422262,Other
TF-1,-11093.29535411774,-1114.5928492629184,1359.372719166148,2396.890284268909,-3698.4561449597213,320.0984714289439,-4105.13088276887,-1031.103260206552,-1335.3719751405704,6233.999132889723,Other
SiHa,-31489.050191663704,2449.8984461723894,-8816.179087733195,-6505.098176186591,8809.967971755124,1639.9568009654129,-1978.6590960458154,4367.28970606522,-60.77979442189449,2382.5045770121615,Other
SW948,159.39817320920426,103.16863990611697,4137.57658601414,5353.796257972185,-8249.304011944909,-3304.3660101681744,5499.114165215092,1189.0685196327895,165.23000173808478,473.82469457087404,Other
SU-DHL-10,-22918.741699706734,-2110.018000158482,7983.530447121898,9113.96515074721,-14325.185979778369,-1289.140919127636,2887.6238797274946,-5318.148930435639,-1866.8875077262485,2493.277418442224,Other
SU-DHL-4,-20412.026484618847,-5592.165561383283,12276.25405840535,9159.527763488004,-15077.531751226474,-4514.166372360392,-2473.9109758587674,-5691.07597667549,-698.9715706078404,-2658.8132986275577,Other
SU-DHL-5,-12471.71784268629,-5181.664242122707,3440.314021672483,4286.79881129552,-6381.903422608206,1685.6660080074598,-3984.5605243680766,2854.533765037873,-568.5469298856761,712.3092748515112,Other
SU-DHL-6,-16557.50747177757,-6368.397473854389,10940.461839144005,6378.929105089307,-10401.929105099405,-1945.1811084330598,-1923.8617359325558,-3911.6806933955536,-894.1311198256016,698.5816511552299,Other
SU-DHL-8,-23934.921103778783,-4078.736185118114,12178.516705011794,6738.772583033188,-11892.702161153053,-422.40978823292494,2104.869209704764,-2122.5831171042814,-30.436454953244237,2463.030127188255,Other
SU.86.86,48625.986311281275,14414.019136371036,-946.7522634885788,-2040.7712594408279,4299.893393925759,2957.388986703006,-6437.612934040797,7234.977444961259,1618.6616907147186,-14499.53524327208,Other
SUIT-2,-13103.990258338252,2353.978966007998,-1949.3316681204644,-465.48647241219084,-251.26611384893948,-934.6924333538306,-6280.674384884547,-3157.9640462536086,-552.5743573929424,-377.67977832978255,Other
SUP-B15,-15115.371578963548,-9181.968014891341,2717.412398828252,3822.19184597843,-5793.129490583381,898.6537495992308,-6691.459450326623,3401.8703365471833,126.97034741057243,-616.4757369655148,Other
SUP-M2,-27979.487177565657,1368.1962107032039,-794.0584168673988,1425.995554391569,-3236.5921512610016,-2900.0062567318178,6800.3090178401135,600.3790020536521,1219.2735391287367,-6480.210874058105,Other
SUP-T1,-24450.592312097906,-2692.3468558476056,1179.1444099763592,2352.0926841345627,-4104.965949894473,370.2491150416326,-2408.9143231610933,1964.3986200122392,-475.1884821503654,5608.083022034076,Other
SUP-T11,-16045.673569319079,-1131.6660464778745,-1785.4397220945334,-488.33376922100234,-342.89823595103405,-684.3061328180435,2095.4847788220104,539.2336284484682,677.9704850432171,336.1063735676473,Other
SW1088,-19598.638859376133,5208.740835035672,-7674.280574689324,-5781.433699978398,7423.779115352165,188.1081396874921,1248.741616453372,357.2780483953211,215.05290162142344,-767.5256327642188,Other
SW1116,107715.63299699985,7092.641035610048,6003.5667369660405,2646.5176951495127,-2454.1028476796164,3688.249469103418,-22651.296322888036,-1000.9813871941178,-449.35303049641067,-4339.7399472632505,Other
SW1271,-31292.97992893233,-3759.2630165801775,-3953.7415310981564,-1312.9542473730598,929.6213134164769,-1021.766887896777,537.2535912778254,1777.921449669219,17.587284978790358,1524.3939327484845,Other
SW1353,-10172.934681533456,-176.49626767047047,-7272.643967244021,-5604.149272839994,7470.874672448309,242.64348797992287,-2042.1440981143162,-4927.142134740421,-117.4282876983279,-125.47679647742704,Other
SW1417,15493.6977565316,-9514.104103787551,-2770.459608559198,-1341.9738343942588,1455.624564834999,-920.0509569552872,4187.234671283144,2460.157846044361,-42.55283524037373,2212.5031584833514,Other
SW1463,31478.03577987334,-4133.359679132883,1935.9630955867776,1904.4147454221365,-2933.6351302942903,353.7775305284768,-7893.157138495062,-1313.163266271932,-995.5845453439304,3226.3741581037375,Other
SW1573,-24020.38745228783,2635.679854018178,-541.7607816894224,1217.9969601619903,-2324.1601183363987,-1055.2257893994952,1982.949847148014,1264.3605377670315,-299.5772263396129,812.4018759189913,Other
SW1710,-196.7404320428972,-120.12071550043514,-3917.135754185551,-2295.813258560201,2546.8976584874313,-1204.2299813945347,75.69259604088626,-1815.0495113052802,620.6199324671505,-4146.162945806042,Other
SW1783,-22462.89005819173,535.8874831775671,-7998.376945082778,-5605.875165514841,6965.2094887153135,-1142.703614967202,3379.3283036591174,-923.2216059382823,1036.4189809727663,-1582.45293345347,Other
SW1990,-31953.287790961942,780.3235464700115,692.3584775845447,3567.176453545663,-7428.867299494034,-6629.369608294814,8058.5711179908585,-3267.7777903339147,844.0340475552699,-6783.233707343733,Other
SW403,31216.753525827076,-6295.226128106583,809.6940260778264,939.4005184461622,-1329.810601828567,-270.40627376803405,7387.683377950599,422.45828336759996,-323.50153506621,4626.465306139563,Other
SW48,-16518.696460655447,4147.966041461186,1726.4126994884655,3565.283616648182,-5393.139633498327,-1931.2478816668852,-4681.150105296065,188.95925254168694,-116.74828361034206,-5207.128533425403,Other
SW480,39844.06331495692,-10106.399562029654,2477.7285510311594,3093.000414940447,-5159.4514508775,-2926.635198883541,2924.91477110724,-3088.0609615629032,-72.87619844376103,-1692.4996260007179,Other
SW579,-18934.950709528355,-546.7164213266697,-9621.322588444653,-7191.579621712575,9392.88290977248,-174.8619577521015,-853.2786890434301,-1992.2570661324391,570.3103233097175,-2595.2940912635318,Other
SW620,-3596.582110929498,-11151.435266202132,531.0783040368016,2300.6783159797897,-4456.535159770082,-2140.6168230928665,1561.8700197334986,-1266.4894766706054,-396.32693182765416,3163.6343731589664,Other
SW780,9173.857516862363,37135.21002286553,1053.803232305967,-300.6099410596766,740.6881775332962,670.7243937692147,1498.3183606691225,2995.923004747223,-269.5509394707477,4454.620192524441,Other
SW837,-242.13822645060455,-1263.584510381804,-1591.0124980548721,-1005.2207620754023,1785.4790299600147,3299.6402057606665,-6239.662499385676,7301.230439712276,315.62587368814593,-933.8710557474964,Other
SW900,14952.939752179765,2397.6396347061277,-2892.127822404575,-2028.8461416434227,2682.7954187020614,162.52046269718747,-2849.455162613123,4517.759674677966,726.4230805993079,-5254.265184475872,Other
SaOS-2,-21577.021922183492,-2329.9838740455634,-4420.128297020688,-2500.6030064330766,3367.4861642643486,1266.8091217676204,-822.5398266260387,5567.73719359185,366.17996714325403,1252.8068979411732,Other
SU-DHL-1,-31935.97805407232,592.5207876699188,8063.400612970832,9578.512448306077,-14306.090906386155,-2494.2595339064947,-2044.471577656648,1062.331850363629,66.92239219703207,-6711.683942358181,Other
TGBC11TKB,-35911.27034664058,2125.1745362885595,2803.879374967497,5043.820386101794,-7543.6462690115895,-2407.174101179726,-3371.966121140133,-2749.1977962865476,-1185.3631324821833,-963.106684845258,Other
TIG-3 TD,-19627.288969770863,-3741.3857110871113,-9378.391797661307,-6128.333210772608,6982.419161462395,-3744.1040414161002,2808.853830885054,-7254.935982353598,1112.495384505121,-8020.197647802139,Other
UACC-812,83211.10838017882,-12024.111063381193,2067.207410362299,243.99006367044387,1003.4525259182338,4480.667893195683,-16522.87308748603,307.3055433075275,-880.3902675968318,2244.647018704447,Other
UACC-893,45954.601398916326,-830.2713947825789,-387.0970876731554,-835.3112171845787,1900.5441405048898,2055.7553179741617,6453.23986007271,10234.257686424187,393.8547566643975,6697.919861543851,Other
UM-UC-1,54475.017274929814,1013.8131941800901,2916.0099241528387,1834.7875932592196,-2496.47204951975,-314.53734615838175,-3497.165008712241,-5947.180504828586,-974.5176226119877,4978.81096526814,Other
UM-UC-3,-26315.63429092444,-5594.293452301696,-817.4391930234394,1611.8942609699195,-3666.988209032648,-1887.1710975516878,-2772.220139502486,601.3111581422249,215.9681636366349,-1929.6111142867317,Other
UO-31,59.784133136669396,-3354.6172124325076,-4821.824021224793,-3043.1130481000127,3843.534049377852,46.72990575717513,-2425.2443036014165,1830.662078390835,584.6599030976935,-4327.844779444329,Other
UOK101,6956.266343138395,-11268.341510181697,-5373.751746970667,-3274.347236437841,3958.984149013562,-1199.2639124473235,1734.8651304334483,-1914.8820767228985,577.0899074560484,-4114.640985478778,Other
VCaP,4634.736596932877,-12494.199964718646,4866.367114541509,5827.909290593011,-7931.821792548115,320.4878585303835,-2867.4308598149732,3905.752658947564,-233.27838180054383,-1221.658373761472,Other
VM-CUB-1,39906.32716938639,10254.385600792335,70.9127732337005,-748.0560164075277,1714.049712715878,717.1701256753514,10414.49060711895,5447.137707499108,1021.7480104702917,-3956.5724722832765,Other
VMRC-RCW,7048.810284732911,6758.847598594557,453.4612296048563,960.8991394959762,-1494.0927972542593,182.52462667016647,-2245.8822581679738,2522.7045934289217,105.54355271887552,-1274.6179377809676,Other
VMRC-RCZ,32063.554073741543,-4065.9300907400075,-1694.7813500122752,-1597.7865737130294,2510.8998021350812,1645.5593296919494,-4732.85980204843,-240.29780308035342,-400.76562935086224,-1742.4763215294356,Other
WM115,-32548.992308592737,3644.324919812362,-9352.772894843964,-6818.020760838478,9030.99877562257,150.22755172510082,2819.915020172967,-505.93601698519325,-112.10776337502202,2570.4099943388537,Other
WM1799,-20218.273289095214,4577.420495553944,-4825.184966503167,-3315.3020018166667,4446.735171113613,394.6014803848614,1415.598213425336,17.560120562725718,-274.44777510368255,3579.943003099142,Other
WM266-4,5714.839927127226,1163.7369623645423,-1566.348641850914,-920.3080888625389,1408.7875820333402,315.9419090160353,4786.121419053514,-26.018807430855862,-271.0259642352762,2067.9242274268695,Other
WM793,-18972.22081134432,3985.1706515599685,-7943.735522431339,-5618.73423148651,7508.63456406834,-910.8632713840539,6928.4516921823215,223.2007838757489,392.19799755666025,51.00555132234409,Other
WM88,-16445.390941640842,-231.80497900059223,-2346.9838187034998,-926.7997372377702,1573.870202846347,791.4585224735922,98.07257197880638,878.3055030842837,-387.6720730954784,3004.395245907062,Other
WM983B,-14613.87365193556,2242.303363868365,-3742.4369559926727,-2100.1005851506643,2843.3838958517476,239.1258459982746,-1047.1979325612565,1044.323223992749,79.28301794144846,-959.0388966854443,Other
WSU-DLCL2,-18469.18936262321,1480.3713411620852,13857.531934901266,6950.862948477557,-12333.459275681878,-2334.61744966377,17.73887348511861,-5905.936412625475,-1320.9818669460428,-3649.7716605387172,Other
YAPC,-26707.798318677644,17968.95337574473,-1928.155237620649,-690.7856130535613,-298.32758849879866,-2088.529874336685,2380.4449612324834,-393.15883123642953,144.77359922530118,2331.7184769829446,Other
YD-10B,95237.69113706464,34863.91119906903,4385.890233553176,766.0543999134474,72.6163643200484,2434.13754380053,1728.5257298541796,14933.916987837894,2935.9016678162347,-15390.577780224236,Other
YD-15,28233.830173176306,5346.56799282749,299.24569955328656,177.25758285544865,-38.05941771259012,1572.4258830048716,-8887.277257056434,4653.1354151921705,604.3644524448714,-5615.249333988276,Other
YD-38,18279.065903838422,8465.231492415824,102.9567666278191,442.00062552191304,-665.5921897638697,-350.55465296958835,-4399.100490363413,-1129.164815933915,215.6086969105054,-7248.550803937061,Other
YD-8,-16990.16764568153,2302.5252797488533,-6944.01944559545,-5294.606817656795,6849.40690429742,276.89414068546154,-3775.9651386740215,-4350.37118635009,-596.278135814462,3189.1177042959325,Other
YH-13,-24421.736869516648,2192.375122968376,-8667.643960634625,-6514.105266134649,8811.2100429073,217.95771197281536,746.4994813725064,-1557.426092407612,539.8461960924506,-2445.144860504337,Other
YKG-1,-13344.793918933223,-8500.52324506864,-6971.815821201127,-5024.095544459699,6577.089008739722,694.8928197338735,2855.392246868376,1292.4467774352895,485.76529761242074,2753.6828669340216,Other
ZR-75-1,-26876.10013157412,885.2446584424457,3676.7005582247593,4932.089970267706,-7608.584502257142,-1158.606187899013,-1421.1099683044233,857.5721012545853,-506.0411881361527,1368.5883322540392,Other
ZR-75-30,18160.952320269473,-15562.447397212503,-645.627839585698,457.50080495926227,-656.8660484098904,219.11370954302646,-1236.0951059011502,-694.1064254002486,-840.2613493365365,5060.832396298546,Other
fHDF/TERT166,-42124.86991755014,10016.481103637754,-11262.600755907122,-8145.410085262491,9992.470815250774,-2458.891647624811,1957.2943503486808,-6832.32627635424,404.61367673679626,-4155.81555963747,Other
hTCEpi,-35593.96272488069,13720.340248121607,5375.276678719955,7585.562665558221,-12178.565879039943,-5675.958214089498,5690.29146134233,-1257.626672821899,-266.0551646203811,-4408.0099322150245,Other
hTEC/SVTERT24-B,-50018.37346968788,5460.792287784216,-8447.119435707587,-5375.96087301428,6506.882374911624,-440.6516372084158,-2296.1173093859024,191.10334679622622,-332.9375266759101,2015.7889243025347,Other
UACC-62,-2923.1208648373813,-6989.657008094123,-3897.910816503914,-2254.3757532512564,2891.955906666056,532.1325776210853,1830.3328493071335,4048.0855354000455,39.094311035269826,3138.171546178858,Other
THP-1,-23833.432589911976,3717.657704613459,4315.7810457646165,5651.285825427689,-8658.701593460763,-1897.743762353053,1166.0071155546912,12.80450462625158,-381.1766528377907,-2447.636867549695,Other
UACC-257,-21410.818921950362,7817.877469902901,-1894.180850522744,-265.6164534126135,-225.36982232843056,-1284.1136639010965,6671.228548367604,2710.1592664580035,-84.20983821867253,-2004.5609346780302,Other
U266B1,-30027.934762771318,1638.63564800627,10787.663586852972,687.8846585683896,-17.443409026393578,63857.39898079261,13434.601413112088,-6596.18369406369,-43763.607066556615,-9626.941026893812,Other
TIME,-25318.293073280835,3664.51248767351,-8390.564534348738,-5940.318453717245,7388.029004361529,-1266.5222630878272,-4341.587694011182,-5817.194985344436,552.5091737863709,-3761.3773919633795,Other
TM-31,-33451.82745625629,6283.034761814975,-3538.251426169762,-1331.13799005723,706.842066989035,-2188.3578758061776,248.22266862303934,-3671.778258074906,123.56524032276731,-2197.789258024645,Other
TO75.T,-26786.823991334128,3162.0349522237116,-10009.952650955864,-7665.691717166813,10314.280847347003,-582.1021840778668,-2869.7378400912226,-8936.56628985973,231.2146014458732,-3010.9803504162237,Other
TOV-112D,11891.609243461779,-10199.11746154003,3186.584336408118,4000.655708895304,-5562.5220085068295,217.8063698630869,-7503.911473596765,-715.8371045940564,-835.6728162783943,945.3762614030755,Other
TOV-21G,-11178.42307015109,-9834.908892194962,-5870.058552051957,-3049.343237505411,2947.0762510359245,-2280.861333861654,-2886.3593532213345,-3121.336816711712,354.5277608970644,-5196.323153427231,Other
TT,4012.9554260861587,2586.2029409973497,-2375.13029349594,-2665.2843302689876,5137.258907609048,5695.762646687072,-7208.534796911519,8688.889331294255,-290.81747041512057,6491.612030163881,Other
TT2609-C02,-12747.484066089828,-4405.06020100335,-3257.667071520397,-1250.8793963098321,710.0419809465733,-1275.8113991994767,579.1299521578987,1476.7728910613412,572.5541172755135,-792.387703778313,Other
TTC-1240,-12105.950499634426,-51.84597990410994,757.1685137880038,2086.3295395855516,-2748.6296220950985,1396.2617332494704,-8596.018262787711,6050.491392660855,564.1617040259237,-5922.723411104777,Other
TTC-549,-18014.88232670553,3968.0350417911404,798.3382645213671,2047.4814198207807,-2736.3392893448054,1065.4455902606142,-4429.355460374633,7304.151530455155,798.0773635597184,-5540.115833828064,Other
TTC-642,1541.5330672052496,-1526.9771541122907,214.19337790380933,1261.1727928277915,-1470.4757119597446,1168.9192839890497,-6189.4892385387275,4758.3981216051925,742.175429706401,-6583.0866379120325,Other
TTC-709,9207.298754906436,-16918.71735230858,-644.2456078854392,673.3834561173466,-1568.416589703689,-712.7909721685933,896.3810735235568,-1663.1237440391847,540.8665888652602,-1245.2356825790407,Other
TUHR10TKB,-28382.335436536578,2861.9219128316945,-7225.741211234178,-5102.739603965228,6244.478601566878,331.54046453909086,-974.1732015973289,460.8361744353152,-480.5635090247163,4436.823420953169,Other
TUHR14TKB,41459.603182496714,707.3876582689537,-570.0122212446298,-1147.4720355249228,1912.1652116695016,1195.3979006397478,-1620.427465006424,-765.6389656309751,-516.1654704853745,4788.621181313349,Other
TUHR4TKB,-209.06899270728397,2470.293981001456,-3391.390121894415,-2113.544490997562,2402.0659981749186,-876.4793305112676,-4206.121721952456,-4912.947226572667,-646.359779405396,2470.338986529989,Other
TYK-nu,-1479.4542292842655,-8114.015873403689,-2866.6022599831085,-1095.1613583057715,594.4846529566902,-1106.5286715891539,777.588951956194,2185.066162907302,1045.4498113796426,-2440.6686704418216,Other
Tm87-16,1198.8088267438702,-1611.7587354358504,-2672.7889192507846,-1423.3993549468746,2304.296088942536,163.54705420078298,-2843.5421346638595,-3375.0844524272925,-431.62817029878744,-956.0490604026361,Other
Toledo,-31450.981109454107,-2950.7851107593247,4697.648348978378,5646.731310110124,-8082.844514270703,708.3519593312233,-2669.337914398646,3205.6042770922045,100.99278216153338,4174.755752233251,Other
U-118MG,-17224.59570214462,439.5160456065279,-9124.82902753177,-6930.195739917463,9486.920714832242,960.0792751656489,-1540.8136512452804,1001.2016163310681,223.65517270215088,-841.3050227916651,Other
U-138MG,-35733.13080607417,12788.459376329258,-10205.314954074382,-7911.045341785662,10646.15232736997,13.016993533268685,-1235.959364372067,-3389.784489691844,-398.7303452161214,1461.7963806693194,Other
U-178MG,31.372335193116175,1231.7188320368286,-8488.498880638579,-7047.2447099589945,9626.9211484543,97.14904346370398,6754.238911288488,-1329.77695091057,637.0933214117758,-1051.2670804394495,Other
U-2197,-30371.403437323755,9030.743583006762,-8147.839031532925,-6584.990313326772,8120.969721403545,-39.21385329329081,-3046.6581494235643,-4817.471924692323,301.8522255254835,2350.5764373131587,Other
U-251MG,-26176.002866909457,2024.5335685365028,-5784.202162862417,-3550.8012280237003,3698.4272902220455,-1532.5871443524532,1725.9895897418924,-2176.5859958858046,331.3248755614314,-455.0669492609666,Other
U-266/70,-46547.1930403927,5936.6806346909925,16320.402408305112,-1612.1802553436657,2248.3491037523304,88982.44222474642,17081.927996223523,-10845.67681083675,-59802.56317565852,-12283.406010388955,Other
U-266/84,-46984.707769554196,1126.2769464616129,8710.591264433244,1863.7274159868089,-2003.4369052694412,63773.99613079712,13048.226469076404,-8512.201985860927,-44488.49808954256,-8198.268189110167,Other
U-343MGa,-1301.2195091543176,-9967.675480890195,-8934.14986315732,-6668.680037631407,8654.751373537172,-961.4945678558462,6963.476904757097,-1365.641060663813,1288.2456711718912,-4137.171039286057,Other
U-698-M,-40842.22797147485,-2334.8531038530245,9779.061322457052,-665.2373172780319,-1649.350036249326,1660.9733547928452,-2889.849734246685,6113.869622137852,-285.1240160582,6412.670426003016,Other
U-87MG ATCC,-33626.29886348708,2054.9460391040516,-11625.504119832913,-8462.225236275164,10535.09624511632,-1525.6029414689306,859.6639267915559,-2095.616342375694,393.21420543875485,-986.9875425255727,Other
U-937,-19831.26546565828,647.6405724062653,3183.2838961200378,4432.284306013898,-6906.146986294187,-1032.6328660040924,-3190.3159846865456,-1693.3515132346977,-753.6691504934385,1581.8336661195415,Other
U-BLC1,19858.47525956107,20184.77605003783,1870.9478462816512,1327.3909640184315,-905.8104511468302,3473.866725773664,-16401.73460912915,14033.743137477424,2395.5460662702844,-14913.994491653511,Other
U2OS,-19197.56044667542,-981.5824674452189,-3564.9900992966727,-1750.6928751377984,1630.099813800815,-260.66425639703834,201.33993292422147,1641.783216459025,-370.8248126880999,3877.638410159852,Other
MEC-1,-11143.304585646787,-10399.918044200054,7553.38701109416,3591.000575976781,-7243.437663232188,-2018.3056772862967,1333.7845787820454,-724.393313677505,495.52307997060063,-757.1688977555992,Other
STM91-01,72927.21437477013,7286.215466632384,1938.1072701475334,-232.80659151820026,2070.4313817225275,5883.505931848092,-11860.845923983243,16352.767152835919,3439.503871359024,-15857.384031320786,Other
SR,-13607.700190230566,1924.6356431377346,-1422.314675520651,-489.5890748420014,809.1005915049205,1429.4902083375146,-5371.750258185947,906.4097270553577,-138.12319488758587,202.64241425076062,Other
SK-BR-3,-13775.978672631061,1517.9374197642999,1547.3489520398355,3148.9677274248584,-4868.8904510942375,-1003.5626024982082,-594.650107516341,2899.3330463431635,-194.82377361250298,-4111.928058442762,Other
SK-CO-1,15665.295729574796,-10061.58943031941,2234.6416659877464,3380.9788333456313,-5664.030422151779,-2994.6931159286346,1419.2805908688636,-3326.1091894988526,-242.45194180710547,284.31386027793565,Other
SK-ES-1,-18560.36671407694,-9427.22574203658,789.0182312182976,2426.1292986940803,-3857.3392174667856,902.7931500955717,-2440.937163275021,6386.370513275082,-395.23026780552027,4117.917902330242,Other
SK-HEP-1,10650.950071987572,-7923.297802049128,-1697.917259305161,114.46817056780195,-1160.1589574575,-3356.567590665136,6730.7704181740955,-2887.2288852260313,26.617270863203963,963.5807598909598,Other
SK-LMS-1,-15427.614857417295,-2057.7088331015125,-5194.321796296597,-2679.083749659295,2704.538015728141,-2896.6037137520034,5692.565644773945,-3383.068725468254,503.431204634781,-2446.731729714143,Other
SK-LU-1,32069.438401226274,17037.349250421226,-1975.0283949539091,-2082.403894266019,3507.6486657149235,302.9167392989004,-3486.0143684981076,-2795.312195494565,-536.590143820615,-2297.468934789717,Other
