Cell line,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,CellLine
NCI-H2405,-8426.251173166316,-1788.650943847398,-6224.078972307007,4281.4522387004445,-1346.2053562841957,-1340.7783738331473,-1439.5010208524957,-262.78862011940697,1800.1726345727632,3690.7505127717095,Other
NCI-H2444,17925.775605463197,874.500345574482,-2725.04839421255,18695.92102067493,2371.357555221129,5637.358670654799,-4542.886668415995,932.7848369005549,1990.4709104635185,2066.526210792309,Other
NCI-H2452,-22128.480721810745,-2214.079896686316,-7661.6982684898585,282.1706039010709,-1471.5919242906714,-1305.415303930941,-931.4646545484876,-1907.0577512067684,-1310.0916269630463,752.6048812277348,Other
NCI-H28,19059.031638427343,-19746.980613753327,-4042.874621206676,88.38493561684065,-2088.685905515215,-1382.634727922093,8607.386569334007,-8229.641436330685,-3086.273893426806,812.0587654604984,Other
NCI-H2882,-13767.724667482002,-1684.0385041862826,-799.3461944817917,1726.033866216725,-1140.6913622074342,6123.791597986695,-5464.806329341454,269.7406727754494,-355.2657207336591,2765.4803469037806,Other
NCI-H2052,-43115.370168822694,4433.0341605535605,-8357.176745275721,-180.40005359878273,-2911.544775261664,2649.4636849957847,4391.497388027453,3063.677703427231,2319.1636022685825,1264.0227520371857,Other
NCI-H1568,-17176.223759588465,-10256.637454402959,-142.28434716776277,-5021.510320206405,1146.2899309663114,-3247.7317712813615,-3291.0911534278293,-2490.295689350424,-2678.5317279444143,3921.845111584517,Other
NCI-H2030,8296.897320752922,2431.280291966966,-9937.25686257511,-190.41793909333737,1650.0828371537298,4169.321340652834,3566.5620186159995,-2580.760320738236,-6426.127080504251,-809.8480753177829,Other
NCI-H2023,15317.658043212117,-9320.767224361567,-5984.441172991188,2729.7398227823187,2517.792728003238,-1166.9305502632544,4386.139763867293,-13079.891423365805,6991.589491260552,-5171.1337063684105,Other
NCI-H1573,20844.5526524579,7501.458353307287,-3440.577374048687,-11804.372875781792,5401.242195411711,4389.155929932838,2539.0169470562582,-4416.431857099914,-990.8190098968655,4500.972170632807,Other
NCI-H1581,8060.049290920947,-7530.507129430112,4821.025640338555,5201.823832214013,6997.663278798136,279.6815554986628,774.8968300592073,5516.433972035205,6026.187285300625,-1039.2525506120032,Other
NCI-H1618,-18295.912589116047,117.97281849707663,-6269.102102223917,-9336.637152024821,6084.598056766435,-6051.177276720701,-1389.9355288791605,5940.607511169771,8644.633153780289,1163.0870455892343,Other
NCI-H1623,70453.07107314827,8344.614616773833,-5208.699189693114,-12243.371338327172,7673.146155331714,10161.938177070235,1690.2540845745066,-7169.5706411277315,1140.4999606180786,-963.0168705825838,Other
NCI-H1648,26978.317093218575,5053.694842441949,747.7405179616327,1719.2532037881213,1530.4006524482204,-4042.594907511204,611.3069474455989,-300.44368490946226,-2048.4576027478242,-634.4947523862736,Other
NCI-H1650,-1389.8118482626537,3166.583107189948,-8425.798482392427,-287.17288840985583,4535.465047531896,-3531.237050142213,1959.3303253464737,-1030.1354356956713,-1317.3405610576108,2608.768455009297,Other
NCI-H1651,-8954.10677320465,4741.459872960325,-8463.828071433112,-6795.869588037843,1165.6239596667294,-5286.5866047418,663.3729046674771,50.6650821808773,-1682.320769033906,2038.537241890504,Other
NCI-H1666,3419.3983554431034,11091.144538550028,7374.819150233681,7084.063051021156,-423.17022487772863,389.5953424104269,1831.7666142925154,-676.2216627816817,-4302.019794254554,4439.006096455789,Other
NCI-H1693,-24237.996758568577,-600.028741577501,10321.699998313248,3807.216591541274,-3468.4256746788833,-647.4609545778682,952.9722173929746,-2319.7636963886466,8711.288840491767,-933.0164560177119,Other
NCI-H1694,-16555.933334038284,1883.627257713339,-4354.049731695481,-6681.009381324906,3313.5474922486173,-10784.130198457833,-6938.526243049067,193.21414519152182,360.03020955671576,1643.6644415943776,Other
NCI-H1703,6078.424929762139,-12141.855804854276,-1092.6668818590758,-1431.0912025362843,4244.257044409137,-2069.1231604514824,4617.383983911839,-2433.56362623181,-4291.635396542558,-4003.172416349757,Other
NCI-H1734,-3082.866800706227,-5802.013549484148,-7051.571984524609,4198.638349186952,6758.995766829049,-2890.679610249868,-2727.2660047527997,782.2224422666427,2865.315010399936,940.6407032166921,Other
NCI-H1755,6644.818249561834,-5787.260326535429,-6216.4459851177035,373.72891462390686,-2534.018676785465,1392.3775467149262,-962.9679732364232,-11568.27559562181,6189.977282315036,-2832.5241099873515,Other
NCI-H1781,9388.592433076508,-5420.897542898186,-3751.287794556169,2603.7477006628233,6372.587890649115,-7030.60390223841,149.40489138093952,312.31427150005493,-380.8283842589716,2514.0959962757797,Other
NCI-H1792,-19823.186986688816,1039.218467243655,-5116.947996644826,-4115.316124817673,1814.06048920319,1007.7038246564392,5229.964082202636,-4611.177690438609,4917.721689439801,1169.4363511277834,Other
NCI-H1793,31202.12993747256,-12275.009941062995,-7967.0300723190485,4394.364966395751,3157.9816351635513,2822.156797054116,6135.437312052398,-9759.264373311096,3872.9043957254403,2182.3396381168636,Other
NCI-H1819,-7850.2088166117965,-7052.432928790913,-3864.007345922374,-6426.911233987145,8400.11244066485,-1647.1797419846694,-4280.129487209141,-385.3845014307278,1251.8469014338634,3574.905097148001,Other
NCI-H1836,1873.0024107098177,5143.371838259306,-925.4512033685758,-11594.657943985812,4918.493962533927,-7705.558509063381,285.11763986088766,774.7907588671743,-456.03012747606857,-642.4068126683013,Other
NCI-H1838,22808.708563261673,10862.223094312432,-1475.4611883488233,11034.802588872415,-2325.771634541561,-9651.661815296055,-2741.9654482405253,1482.3052971437194,1709.099700800503,1566.4101561431237,Other
NCI-H1869,-6046.972320251014,1095.472566882415,1242.6625696695523,6083.135951962858,523.1315741705024,2838.328371465748,10247.519295122132,-846.2471642114401,-931.1444807825441,14289.481929536329,Other
NCI-H1876,-6344.972803573411,-1435.8607286031254,-1430.1542610936233,-8103.046499929941,3226.8233000526748,-6365.578829927122,-2604.878330251991,2850.4678896765495,1957.2786323166556,774.7900047624479,Other
NCI-H1915,-37519.133041651214,-56.70653087763236,4772.807479569678,4449.185687192269,-5431.794313435052,5923.8957669579695,8820.905047326149,-185.51712286850426,2397.343376933765,6061.332499013159,Other
NCI-H1930,-6305.864729608319,-1656.225936294629,-3587.7874299364166,-9676.188395204541,10581.878611356282,-5984.41767328733,1664.940014053992,3352.8761545244924,1076.117188194893,-959.8026283674441,Other
NCI-H1944,-27522.798014026837,-3086.824473033931,2219.6897475345427,1268.2860273807346,-1665.995238201144,1396.831023597005,8610.254013764412,-19059.42565547288,9184.86402962383,-3044.2607218192234,Other
NCI-H196,-23789.70850814323,7172.510644374797,-16541.385961050382,-1841.4705256081243,-1308.5790699187514,-3867.5137989626464,-4916.800184251647,6560.62917385792,3898.326675678244,-1029.3845987916673,Other
NCI-H1963,-10966.173311175346,917.2307973930942,-3525.391374363438,-8242.887225415312,7125.539802512349,-9197.76461976791,-4180.6499026646325,1523.76430923225,1156.7006104953387,-441.84268216186206,Other
NCI-H1975,-4867.95949227745,-5500.664711476999,-3846.283178409182,2136.120636207898,-2154.1469348831406,-1500.2086158948125,4312.982317701933,2817.983506350023,-256.44716781811036,2143.2377416481086,Other
NCI-H2004RT,-11729.08160526623,1031.7266966863654,6639.613665936881,-455.14058155022815,-2743.9554737509984,6358.690107628943,-2038.8955969232795,735.5118001702859,2593.4766114064637,-3003.7246628861903,Other
NCI-H2009,-10766.33485397622,2294.894065283359,-7143.796186422904,-2919.1635328362745,2889.54389528722,6038.400733665968,760.3667276340915,363.23997849333665,1309.235911517913,7230.083838954195,Other
NCI-H2029,25009.26539307618,1267.091226244709,-1021.571457553896,-6401.47943279984,2378.8498797794846,-9002.737300102865,-4631.174844251857,1508.2914776536647,-2801.584055542223,110.63925611390886,Other
RPMI-8226,-19479.970397064466,7296.131155783823,7410.826275407,3005.946920779087,3353.636727739515,-3101.8914085131787,308.31221757492295,-901.4732829464374,-83.72813484938185,-3731.6003580728416,Other
RPMI-8402,-18922.827352955366,-10264.500060046177,13630.139858444149,-369.95369775457664,82.05748805045877,-248.375943490963,676.189119876988,2141.2064718659103,-471.9774001009657,-1543.209708025082,Other
RPTEC/TERT1,-30022.773723606217,14518.108539891045,-7609.137783997996,4685.015125282368,-6223.405288849171,-986.1147106706812,11222.60210360138,813.0297050762517,-928.7121475586572,10828.575368096634,Other
Sq-1,45937.50009770651,13259.199362043772,-644.6662352934028,-8564.783812156598,2515.21250766386,5526.0540116719885,-2774.2497359509175,-4541.09824684156,9608.442168814205,-303.88038046173057,Other
SuSa,-12874.699796266577,8700.896842230133,-3553.0257550137358,-2803.7443387004887,3668.1864572840273,-1018.6397072579639,3494.5114209583962,1426.385083935233,583.6213566137026,-5245.2828988297515,Other
T-47d,390.8939509341528,-4299.257583434618,1239.248369994922,-3630.8079503029044,7408.075138269091,-2938.937449997519,2899.6692643991587,4056.3397592691153,535.1916666769504,1167.2323599037338,Other
T.T,12511.902079176472,40312.480781936596,7450.684080294632,7435.293481786276,-3001.6256102357647,-11833.063785644508,261.4076661847803,-1924.1658625411435,-579.5627116510799,681.1984459375716,Other
T1-73,-28602.10444082082,6994.559996708334,-16901.406068432403,-105.53966200390947,-8336.790376209741,3721.6697356596515,-2993.4745197136594,4563.592714659605,-1987.7604897080164,-3816.0132668534516,Other
T24,-32889.547527890674,-2938.271476911403,-8063.288574364144,122.8279074865796,-1137.1913265362407,-810.200205786716,-1366.629170563121,2831.1157463205977,-5014.387229250397,1284.8872853398616,Other
T3M-10,-40117.15835714303,-1517.1042165985136,-5377.417169316545,-921.6541224671699,1788.1124443265303,2393.3726433381967,4840.316353971277,-10561.600655871376,1053.214825141183,4223.444142699678,Other
T3M-4,43095.89825756595,30630.02390831192,1612.19829158929,18917.778272590684,4517.64198482366,760.7240803903757,-13070.01650638229,338.20482659726775,1715.0270945253974,1502.5124610041105,Other
T84,67923.14281420228,-2159.136376125276,-2504.2111601168676,10498.137489305125,765.8355991229259,624.0268233621558,-4036.6650217856295,1759.6619039183759,1506.7508688067248,4843.559863716643,Other
T98G,-12900.073921126505,-4964.625277724093,-11251.736743661908,3025.503429781798,6.790308593261198,-613.6465862536195,5363.009467260062,-12141.458014371796,2912.923042197452,-6047.470377527518,Other
TALL-1 [Human adult T-ALL],-29167.447799894064,-2209.555682321149,11170.480551900897,170.4379435119765,-5290.722583948333,-2456.4258004803514,-2409.2192830708786,4737.2121989943325,4064.5048503939256,1086.196618818106,Other
TC-71,-12632.380922783173,-5340.541209958503,8518.785013587303,822.154485265237,3179.6416570191304,-2509.9056788624866,-3074.5259682342844,-1500.3023543271477,-2418.1286428973253,-2296.230191081801,Other
TCC-Pan2,-498.32194129358305,8923.467112348144,889.0185425230106,4524.3527244279,-4397.592978486214,391.74221893855173,4358.791937268914,-7522.876449359116,114.43752199403048,5839.297919080272,Other
TCCSUP,11713.615589838098,-1939.1321772497745,-6525.878436399817,-4694.360721807812,-5229.870380553695,990.7962733419913,642.0446969705207,-631.8104770932974,1820.667407112961,5996.886965920755,Other
TE 441.T,-13290.485768634127,-418.56219731651487,850.9618366739312,967.8890668903446,1930.992538243717,-2321.465565030995,-3727.5943685854436,2798.974371748124,-1588.434491804184,-3429.686062074417,Other
TE 617.T,14356.22817983665,3199.055078310012,996.3921064572223,3437.686138417863,5053.699461923368,-2977.691051957099,-4712.775298048402,3443.6424423462886,373.1856072270357,-3057.219120508697,Other
TE-1,-582.6716595074287,7772.9108330064155,-1516.918482740127,2098.270996817026,8173.372852581639,1022.0743858086561,-4504.329537351946,-1503.3011915103252,3403.559093491437,1601.7889325741107,Other
TE-10,71862.49581671397,46007.001310631735,1766.219100703584,-9684.397728488751,10675.746062960854,16749.92722708893,-5253.325171912777,4044.5697795722563,-4277.874010470164,-38.25137867088818,Other
TE-11,55736.11764750795,-9380.842978537368,-921.7443003182225,-1486.3816910895557,2766.0746332547924,-4702.195381772163,6926.49482691689,-2238.279423430111,-4686.293525141563,-3965.724038383931,Other
TE-14,-1079.3135154580536,1351.333723466851,2742.873368276232,2554.480188923846,-5770.793117816659,-6631.754976458067,-1597.3495529653885,-7315.654550333572,2093.822004758121,5217.452464770261,Other
TE-15,36573.2663056372,-4278.0344332429295,-967.2901615579487,14738.065263112825,5635.190133905872,528.0631694003424,-8293.200755318934,-1318.8198139259546,3318.162966841879,-526.2479432713907,Other
TE-4,20596.667561245096,-5153.379947140435,-1381.8369255603177,2538.8581232648794,2197.2109056589893,-1219.8037999463722,-3091.7643842285765,-527.3838370572855,447.72368759816106,4603.028266673892,Other
TE-5,64696.35095617748,21136.53286961901,7234.626793075325,22946.239050039967,9612.470707110426,-10958.199574252454,9672.990763869382,3284.5045456114217,-2374.429291469217,-2997.7102614096116,Other
TE-6,17614.551177841586,-1250.2526900372607,7903.246525689417,1992.2354248580552,7885.515010473845,8162.939304691883,-9035.036488759644,-1440.275937770854,1187.0838159747136,-463.74546387128646,Other
TE-8,9438.954961278594,-868.9785488411418,-4306.876928208905,-1321.838578184912,255.75752687404483,-6535.814700641352,568.9932739393842,1408.2431460528521,1210.1948862288916,-1147.7372690934153,Other
TE-9,14594.353411988683,-3212.5497804174984,1224.9612122957783,-5152.272085137225,6687.148284907897,-243.304388332847,4327.773207165851,941.6925285853554,-557.8138342613169,955.8953341861124,Other
TE25.T,-39406.753668753896,2402.650638092693,-4880.959434012487,1852.4258550111326,-7046.702952957625,5109.004102159046,3457.868359101,2906.407658889953,-1269.5351795905456,485.86504493596027,Other
TE59.T,-7822.47816775694,-2727.12734039777,-16272.982809307829,-2474.717863399465,-7351.055988173939,973.734464065899,-5222.922952025403,2285.4118823253334,-2296.978543699841,-25.43149940766488,Other
TEN,436.57901554240516,-3330.629106944965,3350.518398274774,752.9664346874441,2395.2004147160674,2755.8541406972636,-7055.124014814136,-3134.724118712193,486.5743484977118,1538.6813551992052,Other
SiMa,2090.6214608094756,-1292.96468665808,14386.515047473584,7927.391981460614,177.20498120266768,-836.2643565917537,-8817.63063881604,-654.1514252989641,-1073.1783063410635,-395.540189110053,Other
TF-1,-11129.429176774474,-1095.992542386291,4376.976251648943,-3937.7926051446498,-1435.7308290593255,-6105.796792935376,-1697.6223100960617,-1343.405321033944,676.3200737242789,-2394.8862166547015,Other
SiHa,-31652.290928368013,2049.363413105939,-14088.31068722979,-2667.4457216209858,3544.3463780526345,-1699.9285619390625,139.67124861638715,-5893.092519343873,4953.401839497924,3196.733367197046,Other
SW948,84.40109210337673,182.76398588851515,10689.534444147126,6037.05170672517,1162.0556870549635,-176.0174666276855,3854.952865475462,1110.3056495662602,3812.6144455200815,415.70212930992176,Other
SU-DHL-10,-22880.154644677594,-1934.6352294886503,18658.76899860314,3643.9536252747284,-5122.183276770419,-2907.1521650896893,4768.250563526923,5355.635453106019,1335.8824193126707,-2642.2643282674,Other
SU-DHL-4,-20326.21825506997,-5191.14816008124,21838.51382867594,-950.7618737330071,-6507.916779999659,2529.3938973803024,554.0802896198775,2573.908176125706,-1645.7769805562216,-1550.1907207789245,Other
SU-DHL-5,-12465.798900629667,-5060.841202436733,8261.848770895895,-4562.59133260295,2642.928523294057,-1247.5112292061276,-1554.6600189352464,3844.303179065272,401.5223449204733,-934.0095751097955,Other
SU-DHL-6,-16421.368623459362,-5967.859292555254,16284.785989047648,-1346.408465008991,-3994.8869109092284,-1411.2854503657825,-3106.947153544809,3134.9102908537734,-1200.4177333363027,-1262.5404076447903,Other
SU-DHL-8,-23734.186806914957,-3674.7293260716915,17931.175023965647,2070.6931823540963,-1402.6857074505053,-3164.6092590839958,505.72365036335185,736.2761643520407,-4418.860848269228,-2062.2510300158074,Other
SU.86.86,48404.917941828266,14131.696577997396,-4858.47334884379,-7470.311649343822,6802.637300161143,14227.977012595291,-4375.356012806964,-1311.1908891247385,5928.975879665028,3073.5101745090337,Other
SUIT-2,-13191.706933147065,2286.8631362812002,-1071.2582826677626,-5459.487598715878,-4797.756843776415,1018.5008398534686,1050.3204197888456,2047.5623118883702,1652.139126316071,8854.347778235262,Other
SUP-B15,-15139.162382873343,-9064.523832943703,7393.701548297957,-6992.080603066424,2671.3119489202763,433.47811794875673,-413.96934705668633,4619.155567772263,859.5246039388524,-155.1169409299997,Other
SUP-M2,-28043.357790784074,1366.7892677855584,2444.3274209700735,7436.895935321802,909.5457386786566,6777.8151731300795,-272.1184914896195,291.9152832722035,6562.290583384109,5.207711118364091,Other
SUP-T1,-24516.71699836059,-2653.7001659293937,4696.114099118735,-2684.7678346379676,1582.6122827799363,-6026.677983456231,-1585.876768481441,5417.300595312336,4054.116106775451,198.58759908250423,Other
SUP-T11,-16099.110528343206,-1134.8737236743123,-1087.4173889969866,2260.7387138259674,513.9710190840573,-499.76629893257183,294.2795183225472,8836.32651949478,9557.627886529506,1352.8743295892632,Other
SW1088,-19655.8642755268,5020.771060883614,-11843.769085844817,1213.5416787947677,571.3573230329998,739.9033408632149,-1996.6744505213017,-2896.5449046488643,1942.4144317911957,-2329.9144425672234,Other
SW1116,107779.22295155641,7331.599772234888,5965.769647253827,-22625.081591998165,-3407.064749496788,4871.153113715017,9121.447909324492,2356.5934118306072,-6228.691844349611,-1240.7914844092888,Other
SW1271,-31383.760428530124,-3872.3692525389415,-3262.9387439607344,720.0530042467676,1227.0464343294645,-1369.975887448218,-1850.7644953698418,1292.3832224750809,-4804.901084416884,-823.8553688023322,Other
SW1353,-10210.085861820033,-356.97610314710465,-11561.297681101958,-1582.9445518009366,-4940.50397639457,-249.12843894940966,-3344.0805491409255,1947.3554137966053,2074.0067311915213,-3730.508383830981,Other
SW1417,15429.68284791113,-9585.324048816676,-3141.0763689429104,4157.557823066875,2210.3507619373436,-1557.6621174909103,3111.6935442968634,-2726.0142297788484,-689.1099013719786,6513.736856132704,Other
SW1463,31443.96214364541,-4075.068393770495,4015.9136676709227,-7615.612361717106,-2675.9008566708117,-2767.434211509597,3625.6376304074356,-460.1934622775538,-6023.545846293535,3177.4844403477673,Other
SW1573,-24098.990002934956,2598.1372750449464,2063.3195087457416,2030.7172608976273,1264.3422110726742,-999.5549158340566,-4065.2532917771496,-145.05123921669568,-3153.2589336075657,-967.4984941786653,Other
SW1710,-267.0670135945161,-227.60056217569297,-4684.198365376928,710.206855425535,-1991.767359090275,4390.621214021821,2502.8724488288512,1394.585920131297,-1477.2589740099354,-1002.8277034690846,Other
SW1783,-22517.55679289259,328.9343593527241,-11396.612194995445,3757.3361102384383,-556.813002863179,1457.1350660790652,791.6656699897201,3815.507009644021,849.8652046425833,-1274.631709643791,Other
SW1990,-32059.001037685444,746.9746039265234,7538.43462485232,10069.202501609676,-3927.3188870211216,7866.331776366924,7022.798043178481,296.44152999139976,1604.6376120554255,1894.4658081501882,Other
SW403,31183.280725732904,-6271.585162454116,1784.8160709752785,7002.458157421183,1500.9175191436075,-5088.575555219171,-3362.4103804459055,172.41421213964773,1036.043500695208,1018.7298070226885,Other
SW48,-16610.656421705622,4146.498614180226,6519.294304854352,-3947.7450261407457,-1265.7192975396154,6119.2356611557225,865.3127493867319,-2239.358045773591,-5498.010000144766,9378.718061583191,Other
SW480,39812.4468886568,-10048.388272376002,6593.174777666594,3957.486968149169,-3435.9587387567394,2042.8301517574905,2659.3793044769436,1857.1028499000959,-5143.253401249055,2338.9863238684547,Other
SW579,-18962.167052571996,-791.6347937065723,-14635.944940152136,-494.8919190636823,-1751.3992366435539,2309.528986863143,-1139.9965546930682,687.3201546444734,-5667.6448630022505,-6061.286338922186,Other
SW620,-3668.7366747870665,-11151.628849952915,4718.8799555022015,2240.7268079165306,-1871.6462501696958,-2841.4048538001784,1955.964879936653,2695.046153314557,1535.24061911242,2409.6049708048063,Other
SW780,9059.394791564158,37072.218312128054,-585.5597743288469,677.0776500313489,3205.7112332577094,-4834.289101196479,-4164.902080446957,1186.8495647407194,1000.9775841698468,3330.379275102352,Other
SW837,-318.69669041755486,-1316.8344891802305,-2614.87578558638,-7562.545388565859,6807.530660357855,920.5532160720016,-2472.1305418814086,-1309.6792481031239,943.7958409907883,3163.512578482648,Other
SW900,14894.108353238647,2317.9752439496096,-4496.774123000076,-3025.420255814283,3539.116661371424,5972.271206335157,2429.573142252658,893.0980234290308,-623.3973651601256,7227.1225182058015,Other
SaOS-2,-21638.108146923812,-2445.8721847383745,-5730.245727391801,-1586.1888199764403,5557.38876943895,-1486.4800722861535,-1731.3651345609044,2059.4843506613156,-1977.73055545599,-1661.1369420364078,Other
SU-DHL-1,-32015.691897260338,755.0051121447557,19330.807113468978,-1513.1943237672785,598.0099370318243,6654.098685879417,-3251.1035876592728,-1912.4886183474014,-1744.3832373225785,-1121.814949492822,Other
TGBC11TKB,-36030.16940781531,2111.253069407227,9443.509094512061,-2508.356782229047,-4014.4182401363255,1642.5655502423033,-1427.0079641970844,-7038.240909099258,2436.928552331631,5661.771991715742,Other
TIG-3 TD,-19662.956840677914,-3984.3608295758513,-12302.11971963526,4703.474308716312,-7437.794924893195,8553.836138892213,2889.4360965151354,1127.9547473534728,-2135.191290163148,-4347.119785376662,Other
UACC-812,83214.04623375018,-11868.20905990932,530.6703377159386,-17170.778969049825,-1119.4384757654077,-2245.5320332725973,2429.9785321104564,4257.2942424839575,-7333.025404179684,1717.5142915884228,Other
UACC-893,45910.93094798562,-863.9787366869868,-2138.108193165993,4701.75930299379,11206.275226507178,-6868.4044361472215,3078.183307352037,-848.819487758028,2022.302736139694,-1116.7437003672642,Other
UM-UC-1,54436.15691391106,1050.9073715262577,4200.87451271283,-2913.6625368975488,-6404.758265037242,-5033.870934796561,3585.827360419423,2641.158760951019,-1079.3103640554757,2053.700698814633,Other
UM-UC-3,-26399.460852107917,-5634.981900322538,3163.74595923208,-2084.4096889052685,-506.1073323929084,2300.449241412653,-79.78062548383168,2286.483607638703,-6462.402063501515,-1611.5911385998525,Other
UO-31,-9.252432660276567,-3478.020588971035,-6648.1948812743,-2329.425197962141,1198.0424205971478,4654.628731711958,-1008.7715234049729,1170.6415305345854,-3070.7348343885506,-663.7999915580867,Other
UOK101,6903.438746429233,-11390.062098091426,-7075.919203467594,2379.936855646438,-2046.7756075019822,4427.661870168225,-432.10614658532893,528.6808224831649,-2204.944852732231,-1142.4876595567162,Other
VCaP,4589.957300303816,-12378.844915784566,11301.958472731245,-3301.517895823509,3725.8661861658297,992.7393855093372,-1685.522599653436,332.68983450199977,-3321.1792412446503,-1668.3277009303827,Other
VM-CUB-1,39827.70930563158,10198.448084679208,-1762.9669132281483,9179.272603727872,7425.437949955657,3046.662628991984,-10073.925991519314,1427.1111142004715,355.6322636877832,-1635.458668415186,Other
VMRC-RCW,6997.346671255481,6770.047947603581,1806.1746574194042,-2359.257141773615,2240.835403380235,1467.269645601832,1846.344522515444,-2891.578063544884,-932.1527287096474,-4177.884070760729,Other
VMRC-RCZ,32040.24084225646,-4078.689253220855,-3248.020985914843,-4906.31148801127,-273.8463735313129,1671.1690737098272,1731.3390706230523,-5200.77069868611,-3287.1298076227313,-9068.5032590525,Other
WM115,-32626.870843970446,3420.506265479464,-14528.888844619481,2734.996236440185,-286.89034354515246,-2660.687160359261,-3781.0961912112757,-1740.071362592043,-2070.491766268425,912.831255877918,Other
WM1799,-20286.139917318284,4479.084913226716,-7282.431541033701,1147.9132503430328,182.80563761518533,-3913.024530665092,-5362.212141861558,-403.8935629561167,-471.7542560855704,-263.2008699246724,Other
WM266-4,5671.535157366632,1142.989561112458,-2187.611594985721,4360.776739245066,1029.1117925933731,-2879.137436022375,-7762.521548478851,199.32454833002834,-3727.6058602082244,-1917.5320833150379,Other
WM793,-19016.3900808954,3757.540486364844,-11913.870022053416,6813.8994385476735,1069.0284368960602,-273.6050702662245,-3690.836111287899,-2309.0691124932578,-3988.3483181683887,1774.4048155834955,Other
WM88,-16500.28028258621,-252.1922679359394,-2711.6856972612804,-365.3947766000974,1044.8700973546192,-3404.0245930238307,-4691.322952438186,-1630.6342757003056,-3082.793288137775,208.41618621088446,Other
WM983B,-14673.545108047201,2170.0710536396673,-4971.350498802094,-1194.029125892722,869.2523016004006,859.7015984114972,-5975.107581448074,-974.8025005528748,-3997.921423207212,827.1715368616921,Other
WSU-DLCL2,-18271.183627279253,1920.6875861088258,19495.465849808308,652.542357302295,-5788.866638987111,2874.1420391581496,-3351.4035440133493,3151.823700309692,1229.255139867944,-1092.8434367886434,Other
YAPC,-26839.24421300572,17852.576964958233,-1327.9643521979358,2874.0030346858607,-1153.2546217495865,-1800.2590524039829,2496.952536072086,3837.9173996370746,1088.7430742477734,11630.441492675867,Other
YD-10B,95209.78309374538,34947.49673671473,2115.8446326366748,-258.68344290561953,16194.506928047085,14856.54758852936,-446.434206798901,6032.998403315132,-5694.632409495147,-6393.752056672741,Other
YD-15,28194.531696142618,5358.289954283093,198.71118106771792,-9298.637604015314,3577.3863063046097,5803.119438655016,782.8544032080479,2763.6054251698824,-3340.8299975700893,-769.0741135673516,Other
YD-38,18202.084347242995,8418.3193034893,667.5689414716051,-4058.434529821212,-1835.6571154739113,7230.013222773696,-6971.42051828626,2068.6411196904482,-2716.578134250738,2186.946912702632,Other
YD-8,-17057.59604140496,2106.41410392853,-10788.54295644615,-3320.366525620829,-4918.531261256639,-3149.178741887035,140.71636086295786,459.64663830289805,1309.6130658458897,1227.9954868718369,Other
YH-13,-24422.06856425108,1939.6725840274337,-12934.646603652829,725.0317877463077,-502.3059332979027,1617.9631431539453,-3404.4000084357654,1512.8082003069983,-2310.153357940671,-1434.3116519277987,Other
YKG-1,-13404.454633014628,-8673.406049990157,-10547.217659314092,2509.7426149524513,1703.518236047179,-3062.276907548876,-1141.3421815197391,4381.810566724616,4182.3023387534895,-697.9938411859285,Other
ZR-75-1,-26996.314366360544,958.3458078592661,9886.295256592253,-1301.0631932398285,306.97103285156936,-1261.7075883710495,-2739.6214001582334,-1401.7646703533653,-1272.8528726061961,5095.625094664142,Other
ZR-75-30,17958.26045542732,-15278.913469196352,588.2748680770462,-707.9545360923611,-321.55299837048346,-3455.8941265887597,863.9349092257446,-26.52775039882283,633.0368247304774,3559.142560495206,Other
fHDF/TERT166,-42118.882239362894,9635.438493178088,-15343.141735369582,3199.1585902456654,-5627.30043693611,3682.525549245288,2872.4899782451407,-2186.507577499953,52.16869500287442,-5031.747691295191,Other
hTCEpi,-35906.4964470668,13433.559982419438,15303.025713741208,6907.633542850259,-1733.3408330047441,5129.7477787200405,3368.4005536521554,-3293.5755488225764,-4479.6552779283065,1581.759514207826,Other
hTEC/SVTERT24-B,-50116.949191050524,5205.090042611632,-11485.789981497397,-1981.6192683232932,-604.6915894026175,-1696.1587221159027,1223.9402048559662,-2026.57663846124,-3621.894290038658,-3387.4959656130445,Other
UACC-62,-2975.1368160441575,-7052.839654792031,-5105.46438215426,1306.9414044602956,4049.384544888077,-3050.5194531072048,1442.3001622060663,-1263.0304684729924,-7600.889393969871,-582.3670137222982,Other
THP-1,-23887.774421765946,3822.124603021099,11133.755898691117,1557.4896757500799,118.6402974751601,2275.9146061635056,-370.86320285235774,-1430.21476270349,2113.0533658210543,-4117.464989367654,Other
UACC-257,-21493.64182458261,7778.659391489578,-1045.7770443546308,6504.529986065359,3277.180976157983,2131.3543682691893,-5876.609524104085,-8342.65693547666,3666.4678883570873,-2980.308444607894,Other
U266B1,-28366.84174583014,1232.480584534548,1343.929697839727,-2927.931380088115,5519.055726726988,-3862.148001497569,-4513.427727954515,-1332.5466549799985,1916.1626084398065,-1698.733521098823,Other
TIME,-25379.573375536464,3421.5084221408056,-12337.1210151811,-3146.365961622814,-6743.173794517207,4031.140360839686,1166.5712827876073,5714.835046188945,589.7948740560618,-302.7364471006077,Other
TM-31,-33531.637298634094,6170.6756364684,-2810.1116992267657,1235.2505195812719,-4267.855579020721,2534.2652055106005,-1521.5207103322132,1078.5480000926034,1765.7179345513657,5094.360587552803,Other
